Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2001,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2002,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2003,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2004,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2005,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2006,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2007,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2008,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2009,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2010,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2011,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2012,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2013,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2014,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2015,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2016,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2017,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2018,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2019,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2020,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2021,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2022,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Morska energija,0.0
2000,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.0
2001,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.0
2002,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.0
2003,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.0239
2004,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.04828
2005,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.07327
2006,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.07393
2007,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.07485
2008,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.07608
2009,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.07736
2010,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.07872
2011,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.08015
2012,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.09498
2013,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,0.37014
2014,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,2.00668
2015,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,2.31818
2016,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,4.05632
2017,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,4.65113
2018,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,5.33803
2019,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,6.65038
2020,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,10.51408
2021,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,17.27636
2022,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Sunčeva energija,33.23462
2000,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2001,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2002,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2003,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2004,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2005,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2006,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2007,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2008,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2009,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2010,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.0
2011,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.08015
2012,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.08165
2013,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.08293
2014,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.08401
2015,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.08512
2016,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.08618
2017,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,0.08721
2018,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,14.99943
2019,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,25.88738
2020,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,26.2174
2021,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,41.2725
2022,Instalisani kapaciteti za proizvodnju električne energije iz obnovljivih izvora (vati po glavi stanovnika),Vati po glavi stanovnika,Energija vjetra,41.75009
