Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Prirodni plin,0.01497
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Prirodni plin,0.01452
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Prirodni plin,0.01411
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Prirodni plin,0.01223
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Prirodni plin,0.01383
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.11971
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.1157
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.11033
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.10467
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.10041
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.08746
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.08062
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Metalne rude,0.1868
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Metalne rude,0.15567
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Metalne rude,0.14511
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Metalne rude,0.13795
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Metalne rude,0.15796
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Metalne rude,0.11771
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Metalne rude,0.11627
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.06108
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.05685
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.05494
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.06221
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.08037
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.04419
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.04395
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.05295
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.06017
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.06148
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.06091
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.06143
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.05542
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.05019
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantna gradnja,0.53357
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantna gradnja,0.59961
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantna gradnja,0.47341
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantna gradnja,0.45577
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantna gradnja,0.50012
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantna gradnja,0.5736
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali - dominantna gradnja,0.58556
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali,0.60722
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali,0.68162
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali,0.55211
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali,0.52796
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali,0.54985
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali,0.61845
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nemetalni minerali,0.60936
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Uljni škriljci i katranski pijesak,0.0
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Uljni škriljci i katranski pijesak,0.0
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Uljni škriljci i katranski pijesak,0.0
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Uljni škriljci i katranski pijesak,0.0
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Uljni škriljci i katranski pijesak,0.0
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Uljni škriljci i katranski pijesak,0.0
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Uljni škriljci i katranski pijesak,0.0
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nafta,0.10725
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nafta,0.11537
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nafta,0.10927
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nafta,0.10026
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nafta,0.09008
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nafta,0.08802
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Nafta,0.0888
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Divlji ulov i žetva,0.00054
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Divlji ulov i žetva,0.00059
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Divlji ulov i žetva,0.00053
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Divlji ulov i žetva,0.00055
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Divlji ulov i žetva,0.00065
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Divlji ulov i žetva,0.00051
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Divlji ulov i žetva,0.00046
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Drvo,0.11213
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Drvo,0.10913
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Drvo,0.09603
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Drvo,0.10592
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Drvo,0.11463
2020,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Drvo,0.11783
2021,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstantnom američkom dolaru iz 2015.)",Kilogrami po konstanti američkog dolara,Drvo,0.09722
2015,Potrošnja domaćih materijala,Tone,Bez podjele,36234980.0
2016,Potrošnja domaćih materijala,Tone,Bez podjele,40160274.0
2017,Potrošnja domaćih materijala,Tone,Bez podjele,37266027.0
