Year,SERIES,UNIT_MEASURE,PRODUCT,Value
2018,TM_TAX_WMPS,PT,CLO,7.0286
2019,TM_TAX_WMPS,PT,CLO,6.4306
2020,TM_TAX_WMPS,PT,CLO,5.9718
2021,TM_TAX_WMPS,PT,CLO,7.0816
2022,TM_TAX_WMPS,PT,CLO,7.777
2023,TM_TAX_WMPS,PT,CLO,8.23962
2024,TM_TAX_WMPS,PT,CLO,8.23962
2005,TM_TAX_WMPS,PT,IND,1.4504
2010,TM_TAX_WMPS,PT,IND,1.2943
2015,TM_TAX_WMPS,PT,IND,0.9845
2016,TM_TAX_WMPS,PT,IND,0.9755
2017,TM_TAX_WMPS,PT,IND,0.9357
2018,TM_TAX_WMPS,PT,IND,0.9357
2019,TM_TAX_WMPS,PT,IND,1.0344
2020,TM_TAX_WMPS,PT,IND,1.0781
2021,TM_TAX_WMPS,PT,IND,1.3546
2022,TM_TAX_WMPS,PT,IND,1.3967
2023,TM_TAX_WMPS,PT,IND,1.48436
2024,TM_TAX_WMPS,PT,IND,1.50358
2005,TM_TAX_WMPS,PT,OIL,0.0
2010,TM_TAX_WMPS,PT,OIL,0.0
2015,TM_TAX_WMPS,PT,OIL,0.0
2016,TM_TAX_WMPS,PT,OIL,0.0
2017,TM_TAX_WMPS,PT,OIL,0.0
2018,TM_TAX_WMPS,PT,OIL,0.0
2019,TM_TAX_WMPS,PT,OIL,0.0
2020,TM_TAX_WMPS,PT,OIL,0.0
2021,TM_TAX_WMPS,PT,OIL,0.0
2022,TM_TAX_WMPS,PT,OIL,0.0
2023,TM_TAX_WMPS,PT,OIL,0.0
2024,TM_TAX_WMPS,PT,OIL,0.0
2005,TM_TAX_WMPS,PT,TEX,2.4615
2010,TM_TAX_WMPS,PT,TEX,2.5779
2015,TM_TAX_WMPS,PT,TEX,1.7332
2016,TM_TAX_WMPS,PT,TEX,1.7074
2017,TM_TAX_WMPS,PT,TEX,1.7783
2018,TM_TAX_WMPS,PT,TEX,1.7783
2019,TM_TAX_WMPS,PT,TEX,2.0361
2020,TM_TAX_WMPS,PT,TEX,2.2915
2021,TM_TAX_WMPS,PT,TEX,2.9717
2022,TM_TAX_WMPS,PT,TEX,3.1754
2023,TM_TAX_WMPS,PT,TEX,3.08535
2024,TM_TAX_WMPS,PT,TEX,3.1408
