Year,SERIES,UNIT_MEASURE,AGE,SEX,Value
2013,SH_STA_STNTN,NUM_TH,<5Y,F,6.6
2014,SH_STA_STNTN,NUM_TH,<5Y,F,6.2
2015,SH_STA_STNTN,NUM_TH,<5Y,F,5.9
2016,SH_STA_STNTN,NUM_TH,<5Y,F,5.7
2017,SH_STA_STNTN,NUM_TH,<5Y,F,5.5
2018,SH_STA_STNTN,NUM_TH,<5Y,F,5.4
2019,SH_STA_STNTN,NUM_TH,<5Y,F,5.3
2020,SH_STA_STNTN,NUM_TH,<5Y,F,5.1
2021,SH_STA_STNTN,NUM_TH,<5Y,F,5.0
2022,SH_STA_STNTN,NUM_TH,<5Y,F,4.9
2023,SH_STA_STNTN,NUM_TH,<5Y,F,4.7
2024,SH_STA_STNTN,NUM_TH,<5Y,F,4.5
2000,SH_STA_STNTN,NUM_TH,<5Y,M,16.2
2001,SH_STA_STNTN,NUM_TH,<5Y,M,15.0
2002,SH_STA_STNTN,NUM_TH,<5Y,M,14.2
2003,SH_STA_STNTN,NUM_TH,<5Y,M,13.3
2004,SH_STA_STNTN,NUM_TH,<5Y,M,12.6
2005,SH_STA_STNTN,NUM_TH,<5Y,M,12.2
2006,SH_STA_STNTN,NUM_TH,<5Y,M,11.8
2007,SH_STA_STNTN,NUM_TH,<5Y,M,11.5
2008,SH_STA_STNTN,NUM_TH,<5Y,M,10.9
2009,SH_STA_STNTN,NUM_TH,<5Y,M,10.3
2010,SH_STA_STNTN,NUM_TH,<5Y,M,9.6
2011,SH_STA_STNTN,NUM_TH,<5Y,M,9.0
2012,SH_STA_STNTN,NUM_TH,<5Y,M,8.4
2013,SH_STA_STNTN,NUM_TH,<5Y,M,7.9
2014,SH_STA_STNTN,NUM_TH,<5Y,M,7.5
2015,SH_STA_STNTN,NUM_TH,<5Y,M,7.2
2016,SH_STA_STNTN,NUM_TH,<5Y,M,6.9
2017,SH_STA_STNTN,NUM_TH,<5Y,M,6.7
2018,SH_STA_STNTN,NUM_TH,<5Y,M,6.6
2019,SH_STA_STNTN,NUM_TH,<5Y,M,6.4
2020,SH_STA_STNTN,NUM_TH,<5Y,M,6.3
2021,SH_STA_STNTN,NUM_TH,<5Y,M,6.1
2022,SH_STA_STNTN,NUM_TH,<5Y,M,6.0
2023,SH_STA_STNTN,NUM_TH,<5Y,M,5.7
2024,SH_STA_STNTN,NUM_TH,<5Y,M,5.5
2000,SH_STA_STNT,PT,<5Y,BOTHSEX,12.5
2001,SH_STA_STNT,PT,<5Y,BOTHSEX,11.8
2002,SH_STA_STNT,PT,<5Y,BOTHSEX,11.6
2003,SH_STA_STNT,PT,<5Y,BOTHSEX,11.3
2004,SH_STA_STNT,PT,<5Y,BOTHSEX,11.2
2005,SH_STA_STNT,PT,<5Y,BOTHSEX,11.1
2006,SH_STA_STNT,PT,<5Y,BOTHSEX,10.9
2007,SH_STA_STNT,PT,<5Y,BOTHSEX,10.9
2008,SH_STA_STNT,PT,<5Y,BOTHSEX,10.6
2009,SH_STA_STNT,PT,<5Y,BOTHSEX,10.3
2010,SH_STA_STNT,PT,<5Y,BOTHSEX,9.9
2011,SH_STA_STNT,PT,<5Y,BOTHSEX,9.6
2012,SH_STA_STNT,PT,<5Y,BOTHSEX,9.2
2013,SH_STA_STNT,PT,<5Y,BOTHSEX,9.0
2014,SH_STA_STNT,PT,<5Y,BOTHSEX,8.8
2015,SH_STA_STNT,PT,<5Y,BOTHSEX,8.7
2016,SH_STA_STNT,PT,<5Y,BOTHSEX,8.6
2017,SH_STA_STNT,PT,<5Y,BOTHSEX,8.5
2018,SH_STA_STNT,PT,<5Y,BOTHSEX,8.4
2019,SH_STA_STNT,PT,<5Y,BOTHSEX,8.3
2020,SH_STA_STNT,PT,<5Y,BOTHSEX,8.2
2021,SH_STA_STNT,PT,<5Y,BOTHSEX,8.1
2022,SH_STA_STNT,PT,<5Y,BOTHSEX,8.1
2023,SH_STA_STNT,PT,<5Y,BOTHSEX,8.0
2024,SH_STA_STNT,PT,<5Y,BOTHSEX,7.9
2000,SH_STA_STNT,PT,<5Y,F,11.7
2001,SH_STA_STNT,PT,<5Y,F,11.1
2002,SH_STA_STNT,PT,<5Y,F,10.8
2003,SH_STA_STNT,PT,<5Y,F,10.6
2004,SH_STA_STNT,PT,<5Y,F,10.5
2005,SH_STA_STNT,PT,<5Y,F,10.4
2006,SH_STA_STNT,PT,<5Y,F,10.3
2007,SH_STA_STNT,PT,<5Y,F,10.2
2008,SH_STA_STNT,PT,<5Y,F,10.0
2009,SH_STA_STNT,PT,<5Y,F,9.7
2010,SH_STA_STNT,PT,<5Y,F,9.4
2011,SH_STA_STNT,PT,<5Y,F,9.0
2012,SH_STA_STNT,PT,<5Y,F,8.7
2013,SH_STA_STNT,PT,<5Y,F,8.5
2014,SH_STA_STNT,PT,<5Y,F,8.3
2015,SH_STA_STNT,PT,<5Y,F,8.2
2016,SH_STA_STNT,PT,<5Y,F,8.0
2017,SH_STA_STNT,PT,<5Y,F,7.9
2018,SH_STA_STNT,PT,<5Y,F,7.9
2019,SH_STA_STNT,PT,<5Y,F,7.8
2020,SH_STA_STNT,PT,<5Y,F,7.7
2021,SH_STA_STNT,PT,<5Y,F,7.6
2022,SH_STA_STNT,PT,<5Y,F,7.5
2023,SH_STA_STNT,PT,<5Y,F,7.4
2024,SH_STA_STNT,PT,<5Y,F,7.4
2000,SH_STA_STNT,PT,<5Y,M,13.4
2001,SH_STA_STNT,PT,<5Y,M,12.6
2002,SH_STA_STNT,PT,<5Y,M,12.3
2003,SH_STA_STNT,PT,<5Y,M,12.1
2004,SH_STA_STNT,PT,<5Y,M,11.9
2005,SH_STA_STNT,PT,<5Y,M,11.7
2006,SH_STA_STNT,PT,<5Y,M,11.6
2007,SH_STA_STNT,PT,<5Y,M,11.6
2008,SH_STA_STNT,PT,<5Y,M,11.3
2009,SH_STA_STNT,PT,<5Y,M,10.9
2010,SH_STA_STNT,PT,<5Y,M,10.6
2011,SH_STA_STNT,PT,<5Y,M,10.2
2012,SH_STA_STNT,PT,<5Y,M,9.8
2013,SH_STA_STNT,PT,<5Y,M,9.6
2014,SH_STA_STNT,PT,<5Y,M,9.4
2015,SH_STA_STNT,PT,<5Y,M,9.3
2016,SH_STA_STNT,PT,<5Y,M,9.1
2017,SH_STA_STNT,PT,<5Y,M,9.0
2018,SH_STA_STNT,PT,<5Y,M,9.0
2019,SH_STA_STNT,PT,<5Y,M,8.9
2020,SH_STA_STNT,PT,<5Y,M,8.8
2021,SH_STA_STNT,PT,<5Y,M,8.7
2022,SH_STA_STNT,PT,<5Y,M,8.6
2023,SH_STA_STNT,PT,<5Y,M,8.5
2024,SH_STA_STNT,PT,<5Y,M,8.4
