Year,SERIES,UNIT_MEASURE,AGE,SEX,Value
2002,SN_STA_OVWGTN,NUM_TH,<5Y,F,20.6
2003,SN_STA_OVWGTN,NUM_TH,<5Y,F,20.6
2004,SN_STA_OVWGTN,NUM_TH,<5Y,F,20.5
2005,SN_STA_OVWGTN,NUM_TH,<5Y,F,20.3
2006,SN_STA_OVWGTN,NUM_TH,<5Y,F,20.0
2007,SN_STA_OVWGTN,NUM_TH,<5Y,F,19.2
2008,SN_STA_OVWGTN,NUM_TH,<5Y,F,18.3¸
2009,SN_STA_OVWGTN,NUM_TH,<5Y,F,17.2
2010,SN_STA_OVWGTN,NUM_TH,<5Y,F,16.1
2011,SN_STA_OVWGTN,NUM_TH,<5Y,F,14.9
2012,SN_STA_OVWGTN,NUM_TH,<5Y,F,13.7
2013,SN_STA_OVWGTN,NUM_TH,<5Y,F,12.6
2014,SN_STA_OVWGTN,NUM_TH,<5Y,F,11.5
2015,SN_STA_OVWGTN,NUM_TH,<5Y,F,10.5
2016,SN_STA_OVWGTN,NUM_TH,<5Y,F,9.7
2017,SN_STA_OVWGTN,NUM_TH,<5Y,F,9.0
2018,SN_STA_OVWGTN,NUM_TH,<5Y,F,8.5
2019,SN_STA_OVWGTN,NUM_TH,<5Y,F,8.1
2020,SN_STA_OVWGTN,NUM_TH,<5Y,F,7.8
2021,SN_STA_OVWGTN,NUM_TH,<5Y,F,7.5
2022,SN_STA_OVWGTN,NUM_TH,<5Y,F,7.4
2023,SN_STA_OVWGTN,NUM_TH,<5Y,F,7.4
2000,SN_STA_OVWGTN,NUM_TH,<5Y,M,23.0
2001,SN_STA_OVWGTN,NUM_TH,<5Y,M,24.2
2002,SN_STA_OVWGTN,NUM_TH,<5Y,M,24.6
2003,SN_STA_OVWGTN,NUM_TH,<5Y,M,24.6
2004,SN_STA_OVWGTN,NUM_TH,<5Y,M,24.4
2005,SN_STA_OVWGTN,NUM_TH,<5Y,M,24.4
2006,SN_STA_OVWGTN,NUM_TH,<5Y,M,23.9
2007,SN_STA_OVWGTN,NUM_TH,<5Y,M,23.0
2008,SN_STA_OVWGTN,NUM_TH,<5Y,M,21.9¸
2009,SN_STA_OVWGTN,NUM_TH,<5Y,M,20.7
2010,SN_STA_OVWGTN,NUM_TH,<5Y,M,19.4
2011,SN_STA_OVWGTN,NUM_TH,<5Y,M,18.0
2012,SN_STA_OVWGTN,NUM_TH,<5Y,M,16.6
2013,SN_STA_OVWGTN,NUM_TH,<5Y,M,15.2
2014,SN_STA_OVWGTN,NUM_TH,<5Y,M,13.9
2015,SN_STA_OVWGTN,NUM_TH,<5Y,M,12.7
2016,SN_STA_OVWGTN,NUM_TH,<5Y,M,11.7
2017,SN_STA_OVWGTN,NUM_TH,<5Y,M,10.9
2018,SN_STA_OVWGTN,NUM_TH,<5Y,M,10.3
2019,SN_STA_OVWGTN,NUM_TH,<5Y,M,9.8
2020,SN_STA_OVWGTN,NUM_TH,<5Y,M,9.4
2021,SN_STA_OVWGTN,NUM_TH,<5Y,M,9.1
2022,SN_STA_OVWGTN,NUM_TH,<5Y,M,9.0
2023,SN_STA_OVWGTN,NUM_TH,<5Y,M,8.9
2000,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,17.9
2001,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,19.2
2002,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,20.2
2003,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,21.1
2004,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,21.7
2005,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,22.1
2006,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,22.2
2007,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,21.9
2008,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,21.4
2009,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,20.8
2010,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,20.0
2011,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,19.2
2012,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,18.3
2013,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,17.3
2014,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,16.4
2015,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,15.5
2016,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,14.6
2017,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,13.9
2018,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,13.2
2019,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,12.7
2020,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,12.3
2021,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,12.2
2022,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,12.2
2023,SN_STA_OVWGT,PER_POP_U5,<5Y,BOTHSEX,12.5
2000,SN_STA_OVWGT,PER_POP_U5,<5Y,F,16.8
2001,SN_STA_OVWGT,PER_POP_U5,<5Y,F,18.1
2002,SN_STA_OVWGT,PER_POP_U5,<5Y,F,19.0
2003,SN_STA_OVWGT,PER_POP_U5,<5Y,F,19.9
2004,SN_STA_OVWGT,PER_POP_U5,<5Y,F,20.5
2005,SN_STA_OVWGT,PER_POP_U5,<5Y,F,20.9
2006,SN_STA_OVWGT,PER_POP_U5,<5Y,F,21.0
2007,SN_STA_OVWGT,PER_POP_U5,<5Y,F,20.7
2008,SN_STA_OVWGT,PER_POP_U5,<5Y,F,20.3
2009,SN_STA_OVWGT,PER_POP_U5,<5Y,F,19.7
2010,SN_STA_OVWGT,PER_POP_U5,<5Y,F,18.9
2011,SN_STA_OVWGT,PER_POP_U5,<5Y,F,18.1
2012,SN_STA_OVWGT,PER_POP_U5,<5Y,F,17.2
2013,SN_STA_OVWGT,PER_POP_U5,<5Y,F,16.3
2014,SN_STA_OVWGT,PER_POP_U5,<5Y,F,15.4
2015,SN_STA_OVWGT,PER_POP_U5,<5Y,F,14.5
2016,SN_STA_OVWGT,PER_POP_U5,<5Y,F,13.7
2017,SN_STA_OVWGT,PER_POP_U5,<5Y,F,13.0
2018,SN_STA_OVWGT,PER_POP_U5,<5Y,F,12.4
2019,SN_STA_OVWGT,PER_POP_U5,<5Y,F,11.9
2020,SN_STA_OVWGT,PER_POP_U5,<5Y,F,11.6
2021,SN_STA_OVWGT,PER_POP_U5,<5Y,F,11.4
2022,SN_STA_OVWGT,PER_POP_U5,<5Y,F,11.5
2023,SN_STA_OVWGT,PER_POP_U5,<5Y,F,11.7
2000,SN_STA_OVWGT,PER_POP_U5,<5Y,M,19.0
2001,SN_STA_OVWGT,PER_POP_U5,<5Y,M,20.3
2002,SN_STA_OVWGT,PER_POP_U5,<5Y,M,21.4
2003,SN_STA_OVWGT,PER_POP_U5,<5Y,M,22.3
2004,SN_STA_OVWGT,PER_POP_U5,<5Y,M,23.0
2005,SN_STA_OVWGT,PER_POP_U5,<5Y,M,23.4
2006,SN_STA_OVWGT,PER_POP_U5,<5Y,M,23.5
2007,SN_STA_OVWGT,PER_POP_U5,<5Y,M,23.2
2008,SN_STA_OVWGT,PER_POP_U5,<5Y,M,22.7
2009,SN_STA_OVWGT,PER_POP_U5,<5Y,M,22.0
2010,SN_STA_OVWGT,PER_POP_U5,<5Y,M,21.2
2011,SN_STA_OVWGT,PER_POP_U5,<5Y,M,20.3
2012,SN_STA_OVWGT,PER_POP_U5,<5Y,M,19.4
2013,SN_STA_OVWGT,PER_POP_U5,<5Y,M,18.4
2014,SN_STA_OVWGT,PER_POP_U5,<5Y,M,17.4
2015,SN_STA_OVWGT,PER_POP_U5,<5Y,M,16.4
2016,SN_STA_OVWGT,PER_POP_U5,<5Y,M,15.5
2017,SN_STA_OVWGT,PER_POP_U5,<5Y,M,14.7
2018,SN_STA_OVWGT,PER_POP_U5,<5Y,M,14.1
2019,SN_STA_OVWGT,PER_POP_U5,<5Y,M,13.5
2020,SN_STA_OVWGT,PER_POP_U5,<5Y,M,13.2
2021,SN_STA_OVWGT,PER_POP_U5,<5Y,M,13.0
2022,SN_STA_OVWGT,PER_POP_U5,<5Y,M,13.0
2023,SN_STA_OVWGT,PER_POP_U5,<5Y,M,13.3
2000,SH_STA_WAST,PER_POP_U5,<5Y,,7.4
2006,SH_STA_WAST,PER_POP_U5,<5Y,,4.0
2012,SH_STA_WAST,PER_POP_U5,<5Y,,2.3
2000,SH_STA_WASTN,NUM_TH,<5Y,,17.4
2006,SH_STA_WASTN,NUM_TH,<5Y,,7.9
2012,SH_STA_WASTN,NUM_TH,<5Y,,3.8
