Year,SERIES,UNIT_MEASURE,SEX,Type_of_skill,AGE,URBANISATION,Value
2017,SE_ADT_ACTS,PT,_T,ARSP,Y15T24,ALLAREA,25.3
2019,SE_ADT_ACTS,PT,_T,ARSP,Y15T24,ALLAREA,15.7
2017,SE_ADT_ACTS,PT,F,ARSP,Y15T24,ALLAREA,28.3
2019,SE_ADT_ACTS,PT,F,ARSP,Y15T24,ALLAREA,19.2
2017,SE_ADT_ACTS,PT,M,ARSP,Y15T24,ALLAREA,22.8
2019,SE_ADT_ACTS,PT,M,ARSP,Y15T24,ALLAREA,14.4
2017,SE_ADT_ACTS,PT,_T,COPA,Y15T24,ALLAREA,60.9
2019,SE_ADT_ACTS,PT,_T,COPA,Y15T24,ALLAREA,58.7
2021,SE_ADT_ACTS,PT,_T,COPA,Y15T24,ALLAREA,75.1
2023,SE_ADT_ACTS,PT,_T,COPA,Y15T24,ALLAREA,88.5
2017,SE_ADT_ACTS,PT,F,COPA,Y15T24,ALLAREA,60.9
2019,SE_ADT_ACTS,PT,F,COPA,Y15T24,ALLAREA,58.7
2021,SE_ADT_ACTS,PT,F,COPA,Y15T24,ALLAREA,74.3
2023,SE_ADT_ACTS,PT,F,COPA,Y15T24,ALLAREA,89.7
2017,SE_ADT_ACTS,PT,M,COPA,Y15T24,ALLAREA,59.2
2019,SE_ADT_ACTS,PT,M,COPA,Y15T24,ALLAREA,58.7
2021,SE_ADT_ACTS,PT,M,COPA,Y15T24,ALLAREA,76.1
2023,SE_ADT_ACTS,PT,M,COPA,Y15T24,ALLAREA,87.7
2017,SE_ADT_ACTS,PT,_T,DLDONLD,Y15T24,ALLAREA,6.1
2019,SE_ADT_ACTS,PT,_T,DLDONLD,Y15T24,ALLAREA,81.2
2020,SE_ADT_ACTS,PT,_T,DLDONLD,Y15T24,ALLAREA,72.7
2021,SE_ADT_ACTS,PT,_T,DLDONLD,Y15T24,ALLAREA,72.3
2023,SE_ADT_ACTS,PT,_T,DLDONLD,Y15T24,ALLAREA,89.9
2017,SE_ADT_ACTS,PT,F,DLDONLD,Y15T24,ALLAREA,5.2
2019,SE_ADT_ACTS,PT,F,DLDONLD,Y15T24,ALLAREA,76.6
2020,SE_ADT_ACTS,PT,F,DLDONLD,Y15T24,ALLAREA,60.0
2021,SE_ADT_ACTS,PT,F,DLDONLD,Y15T24,ALLAREA,72.7
2023,SE_ADT_ACTS,PT,F,DLDONLD,Y15T24,ALLAREA,88.9
2017,SE_ADT_ACTS,PT,M,DLDONLD,Y15T24,ALLAREA,6.9
2019,SE_ADT_ACTS,PT,M,DLDONLD,Y15T24,ALLAREA,82.7
2020,SE_ADT_ACTS,PT,M,DLDONLD,Y15T24,ALLAREA,82.2
2021,SE_ADT_ACTS,PT,M,DLDONLD,Y15T24,ALLAREA,71.8
2023,SE_ADT_ACTS,PT,M,DLDONLD,Y15T24,ALLAREA,90.6
2019,SE_ADT_ACTS,PT,_T,EMAIL,Y15T24,ALLAREA,74.2
2021,SE_ADT_ACTS,PT,_T,EMAIL,Y15T24,ALLAREA,52.5
2023,SE_ADT_ACTS,PT,_T,EMAIL,Y15T24,ALLAREA,88.0
2019,SE_ADT_ACTS,PT,F,EMAIL,Y15T24,ALLAREA,78.4
2021,SE_ADT_ACTS,PT,F,EMAIL,Y15T24,ALLAREA,54.8
2023,SE_ADT_ACTS,PT,F,EMAIL,Y15T24,ALLAREA,88.9
2019,SE_ADT_ACTS,PT,M,EMAIL,Y15T24,ALLAREA,72.8
2021,SE_ADT_ACTS,PT,M,EMAIL,Y15T24,ALLAREA,49.6
2023,SE_ADT_ACTS,PT,M,EMAIL,Y15T24,ALLAREA,87.4
2017,SE_ADT_ACTS,PT,_T,EPRS,Y15T24,ALLAREA,36.1
2019,SE_ADT_ACTS,PT,_T,EPRS,Y15T24,ALLAREA,29.4
2021,SE_ADT_ACTS,PT,_T,EPRS,Y15T24,ALLAREA,35.0
2017,SE_ADT_ACTS,PT,F,EPRS,Y15T24,ALLAREA,35.1
2019,SE_ADT_ACTS,PT,F,EPRS,Y15T24,ALLAREA,38.0
2021,SE_ADT_ACTS,PT,F,EPRS,Y15T24,ALLAREA,31.4
2017,SE_ADT_ACTS,PT,M,EPRS,Y15T24,ALLAREA,37.0
2019,SE_ADT_ACTS,PT,M,EPRS,Y15T24,ALLAREA,26.3
2021,SE_ADT_ACTS,PT,M,EPRS,Y15T24,ALLAREA,39.5
2017,SE_ADT_ACTS,PT,_T,FONLCRS,Y15T24,ALLAREA,17.4
2019,SE_ADT_ACTS,PT,_T,FONLCRS,Y15T24,ALLAREA,16.9
2020,SE_ADT_ACTS,PT,_T,FONLCRS,Y15T24,ALLAREA,13.9
2017,SE_ADT_ACTS,PT,F,FONLCRS,Y15T24,ALLAREA,19.6
2019,SE_ADT_ACTS,PT,F,FONLCRS,Y15T24,ALLAREA,12.8
2020,SE_ADT_ACTS,PT,F,FONLCRS,Y15T24,ALLAREA,18.5
2017,SE_ADT_ACTS,PT,M,FONLCRS,Y15T24,ALLAREA,15.4
2019,SE_ADT_ACTS,PT,M,FONLCRS,Y15T24,ALLAREA,18.3
2020,SE_ADT_ACTS,PT,M,FONLCRS,Y15T24,ALLAREA,10.5
2018,SE_ADT_ACTS,PT,_T,GSINF,Y15T24,ALLAREA,68.1
2019,SE_ADT_ACTS,PT,_T,GSINF,Y15T24,ALLAREA,67.6
2020,SE_ADT_ACTS,PT,_T,GSINF,Y15T24,ALLAREA,72.3
2021,SE_ADT_ACTS,PT,_T,GSINF,Y15T24,ALLAREA,83.3
2023,SE_ADT_ACTS,PT,_T,GSINF,Y15T24,ALLAREA,84.8
2018,SE_ADT_ACTS,PT,F,GSINF,Y15T24,ALLAREA,64.8
2019,SE_ADT_ACTS,PT,F,GSINF,Y15T24,ALLAREA,52.6
2020,SE_ADT_ACTS,PT,F,GSINF,Y15T24,ALLAREA,60.7
2021,SE_ADT_ACTS,PT,F,GSINF,Y15T24,ALLAREA,82.6
2023,SE_ADT_ACTS,PT,F,GSINF,Y15T24,ALLAREA,82.8
2018,SE_ADT_ACTS,PT,M,GSINF,Y15T24,ALLAREA,71.6
2019,SE_ADT_ACTS,PT,M,GSINF,Y15T24,ALLAREA,72.7
2020,SE_ADT_ACTS,PT,M,GSINF,Y15T24,ALLAREA,81.1
2021,SE_ADT_ACTS,PT,M,GSINF,Y15T24,ALLAREA,84.1
2023,SE_ADT_ACTS,PT,M,GSINF,Y15T24,ALLAREA,86.0
2018,SE_ADT_ACTS,PT,_T,GSPUR,Y15T24,ALLAREA,24.2
2019,SE_ADT_ACTS,PT,_T,GSPUR,Y15T24,ALLAREA,49.4
2020,SE_ADT_ACTS,PT,_T,GSPUR,Y15T24,ALLAREA,32.4
2021,SE_ADT_ACTS,PT,_T,GSPUR,Y15T24,ALLAREA,33.2
2018,SE_ADT_ACTS,PT,F,GSPUR,Y15T24,ALLAREA,20.3
2019,SE_ADT_ACTS,PT,F,GSPUR,Y15T24,ALLAREA,43.7
2020,SE_ADT_ACTS,PT,F,GSPUR,Y15T24,ALLAREA,31.8
2021,SE_ADT_ACTS,PT,F,GSPUR,Y15T24,ALLAREA,40.3
2018,SE_ADT_ACTS,PT,M,GSPUR,Y15T24,ALLAREA,28.5
2019,SE_ADT_ACTS,PT,M,GSPUR,Y15T24,ALLAREA,51.4
2020,SE_ADT_ACTS,PT,M,GSPUR,Y15T24,ALLAREA,32.9
2021,SE_ADT_ACTS,PT,M,GSPUR,Y15T24,ALLAREA,24.3
2017,SE_ADT_ACTS,PT,_T,HLTHINF,Y15T24,ALLAREA,6.4
2018,SE_ADT_ACTS,PT,_T,HLTHINF,Y15T24,ALLAREA,37.9
2019,SE_ADT_ACTS,PT,_T,HLTHINF,Y15T24,ALLAREA,26.9
2020,SE_ADT_ACTS,PT,_T,HLTHINF,Y15T24,ALLAREA,35.8
2021,SE_ADT_ACTS,PT,_T,HLTHINF,Y15T24,ALLAREA,50.2
2023,SE_ADT_ACTS,PT,_T,HLTHINF,Y15T24,ALLAREA,66.1
2017,SE_ADT_ACTS,PT,F,HLTHINF,Y15T24,ALLAREA,5.0
2018,SE_ADT_ACTS,PT,F,HLTHINF,Y15T24,ALLAREA,34.2
2019,SE_ADT_ACTS,PT,F,HLTHINF,Y15T24,ALLAREA,30.7
2020,SE_ADT_ACTS,PT,F,HLTHINF,Y15T24,ALLAREA,35.9
2021,SE_ADT_ACTS,PT,F,HLTHINF,Y15T24,ALLAREA,51.5
2023,SE_ADT_ACTS,PT,F,HLTHINF,Y15T24,ALLAREA,68.8
2017,SE_ADT_ACTS,PT,M,HLTHINF,Y15T24,ALLAREA,7.5
2018,SE_ADT_ACTS,PT,M,HLTHINF,Y15T24,ALLAREA,42.0
2019,SE_ADT_ACTS,PT,M,HLTHINF,Y15T24,ALLAREA,25.5
2020,SE_ADT_ACTS,PT,M,HLTHINF,Y15T24,ALLAREA,35.8
2021,SE_ADT_ACTS,PT,M,HLTHINF,Y15T24,ALLAREA,48.5
2023,SE_ADT_ACTS,PT,M,HLTHINF,Y15T24,ALLAREA,64.4
2021,SE_ADT_ACTS,PT,_T,INST,Y15T24,ALLAREA,21.6
2023,SE_ADT_ACTS,PT,_T,INST,Y15T24,ALLAREA,43.9
2021,SE_ADT_ACTS,PT,F,INST,Y15T24,ALLAREA,18.5
2023,SE_ADT_ACTS,PT,F,INST,Y15T24,ALLAREA,39.7
2021,SE_ADT_ACTS,PT,M,INST,Y15T24,ALLAREA,25.4
2023,SE_ADT_ACTS,PT,M,INST,Y15T24,ALLAREA,46.6
2018,SE_ADT_ACTS,PT,_T,INTBNK,Y15T24,ALLAREA,4.6
2019,SE_ADT_ACTS,PT,_T,INTBNK,Y15T24,ALLAREA,10.9
2020,SE_ADT_ACTS,PT,_T,INTBNK,Y15T24,ALLAREA,11.2
2021,SE_ADT_ACTS,PT,_T,INTBNK,Y15T24,ALLAREA,10.3
2023,SE_ADT_ACTS,PT,_T,INTBNK,Y15T24,ALLAREA,31.7
2018,SE_ADT_ACTS,PT,F,INTBNK,Y15T24,ALLAREA,2.5
2019,SE_ADT_ACTS,PT,F,INTBNK,Y15T24,ALLAREA,12.4
2020,SE_ADT_ACTS,PT,F,INTBNK,Y15T24,ALLAREA,6.5
2021,SE_ADT_ACTS,PT,F,INTBNK,Y15T24,ALLAREA,10.5
2023,SE_ADT_ACTS,PT,F,INTBNK,Y15T24,ALLAREA,25.6
2018,SE_ADT_ACTS,PT,M,INTBNK,Y15T24,ALLAREA,6.9
2019,SE_ADT_ACTS,PT,M,INTBNK,Y15T24,ALLAREA,10.4
2020,SE_ADT_ACTS,PT,M,INTBNK,Y15T24,ALLAREA,14.8
2021,SE_ADT_ACTS,PT,M,INTBNK,Y15T24,ALLAREA,10.1
2023,SE_ADT_ACTS,PT,M,INTBNK,Y15T24,ALLAREA,35.8
2017,SE_ADT_ACTS,PT,_T,ONLCNS,Y15T24,ALLAREA,3.6
2019,SE_ADT_ACTS,PT,_T,ONLCNS,Y15T24,ALLAREA,8.2
2021,SE_ADT_ACTS,PT,_T,ONLCNS,Y15T24,ALLAREA,5.5
2023,SE_ADT_ACTS,PT,_T,ONLCNS,Y15T24,ALLAREA,10.2
2017,SE_ADT_ACTS,PT,F,ONLCNS,Y15T24,ALLAREA,1.6
2019,SE_ADT_ACTS,PT,F,ONLCNS,Y15T24,ALLAREA,6.9
2021,SE_ADT_ACTS,PT,F,ONLCNS,Y15T24,ALLAREA,4.7
2023,SE_ADT_ACTS,PT,F,ONLCNS,Y15T24,ALLAREA,8.8
2017,SE_ADT_ACTS,PT,M,ONLCNS,Y15T24,ALLAREA,5.3
2019,SE_ADT_ACTS,PT,M,ONLCNS,Y15T24,ALLAREA,8.7
2021,SE_ADT_ACTS,PT,M,ONLCNS,Y15T24,ALLAREA,6.4
2023,SE_ADT_ACTS,PT,M,ONLCNS,Y15T24,ALLAREA,11.2
2017,SE_ADT_ACTS,PT,_T,PCPR,Y15T24,ALLAREA,5.0
2019,SE_ADT_ACTS,PT,_T,PCPR,Y15T24,ALLAREA,9.7
2017,SE_ADT_ACTS,PT,F,PCPR,Y15T24,ALLAREA,3.5
2019,SE_ADT_ACTS,PT,F,PCPR,Y15T24,ALLAREA,8.0
2017,SE_ADT_ACTS,PT,M,PCPR,Y15T24,ALLAREA,6.3
2019,SE_ADT_ACTS,PT,M,PCPR,Y15T24,ALLAREA,10.2
2021,SE_ADT_ACTS,PT,_T,PRVCY,Y15T24,ALLAREA,20.6
2023,SE_ADT_ACTS,PT,_T,PRVCY,Y15T24,ALLAREA,19.7
2021,SE_ADT_ACTS,PT,F,PRVCY,Y15T24,ALLAREA,18.5
2023,SE_ADT_ACTS,PT,F,PRVCY,Y15T24,ALLAREA,20.5
2021,SE_ADT_ACTS,PT,M,PRVCY,Y15T24,ALLAREA,23.1
2023,SE_ADT_ACTS,PT,M,PRVCY,Y15T24,ALLAREA,19.2
2021,SE_ADT_ACTS,PT,_T,SCRTY,Y15T24,ALLAREA,18.7
2023,SE_ADT_ACTS,PT,_T,SCRTY,Y15T24,ALLAREA,31.2
2021,SE_ADT_ACTS,PT,F,SCRTY,Y15T24,ALLAREA,17.6
2023,SE_ADT_ACTS,PT,F,SCRTY,Y15T24,ALLAREA,27.4
2021,SE_ADT_ACTS,PT,M,SCRTY,Y15T24,ALLAREA,20.1
2023,SE_ADT_ACTS,PT,M,SCRTY,Y15T24,ALLAREA,33.7
2018,SE_ADT_ACTS,PT,_T,SNTWK,Y15T24,ALLAREA,76.1
2019,SE_ADT_ACTS,PT,_T,SNTWK,Y15T24,ALLAREA,64.1
2020,SE_ADT_ACTS,PT,_T,SNTWK,Y15T24,ALLAREA,86.9
2021,SE_ADT_ACTS,PT,_T,SNTWK,Y15T24,ALLAREA,89.0
2023,SE_ADT_ACTS,PT,_T,SNTWK,Y15T24,ALLAREA,95.5
2018,SE_ADT_ACTS,PT,F,SNTWK,Y15T24,ALLAREA,69.1
2019,SE_ADT_ACTS,PT,F,SNTWK,Y15T24,ALLAREA,87.5
2020,SE_ADT_ACTS,PT,F,SNTWK,Y15T24,ALLAREA,82.1
2021,SE_ADT_ACTS,PT,F,SNTWK,Y15T24,ALLAREA,88.1
2023,SE_ADT_ACTS,PT,F,SNTWK,Y15T24,ALLAREA,98.0
2018,SE_ADT_ACTS,PT,M,SNTWK,Y15T24,ALLAREA,83.9
2019,SE_ADT_ACTS,PT,M,SNTWK,Y15T24,ALLAREA,56.1
2020,SE_ADT_ACTS,PT,M,SNTWK,Y15T24,ALLAREA,90.6
2021,SE_ADT_ACTS,PT,M,SNTWK,Y15T24,ALLAREA,90.2
2023,SE_ADT_ACTS,PT,M,SNTWK,Y15T24,ALLAREA,93.8
2017,SE_ADT_ACTS,PT,_T,SOFT,Y15T24,ALLAREA,51.7
2021,SE_ADT_ACTS,PT,_T,SOFT,Y15T24,ALLAREA,54.2
2023,SE_ADT_ACTS,PT,_T,SOFT,Y15T24,ALLAREA,78.4
2017,SE_ADT_ACTS,PT,F,SOFT,Y15T24,ALLAREA,50.2
2021,SE_ADT_ACTS,PT,F,SOFT,Y15T24,ALLAREA,56.3
2023,SE_ADT_ACTS,PT,F,SOFT,Y15T24,ALLAREA,80.5
2017,SE_ADT_ACTS,PT,M,SOFT,Y15T24,ALLAREA,53.0
2021,SE_ADT_ACTS,PT,M,SOFT,Y15T24,ALLAREA,51.6
2023,SE_ADT_ACTS,PT,M,SOFT,Y15T24,ALLAREA,77.0
2017,SE_ADT_ACTS,PT,_T,TRAF,Y15T24,ALLAREA,87.0
2019,SE_ADT_ACTS,PT,_T,TRAF,Y15T24,ALLAREA,80.7
2021,SE_ADT_ACTS,PT,_T,TRAF,Y15T24,ALLAREA,40.4
2023,SE_ADT_ACTS,PT,_T,TRAF,Y15T24,ALLAREA,53.0
2017,SE_ADT_ACTS,PT,F,TRAF,Y15T24,ALLAREA,84.0
2019,SE_ADT_ACTS,PT,F,TRAF,Y15T24,ALLAREA,80.9
2021,SE_ADT_ACTS,PT,F,TRAF,Y15T24,ALLAREA,40.7
2023,SE_ADT_ACTS,PT,F,TRAF,Y15T24,ALLAREA,49.8
2017,SE_ADT_ACTS,PT,M,TRAF,Y15T24,ALLAREA,89.5
2019,SE_ADT_ACTS,PT,M,TRAF,Y15T24,ALLAREA,80.7
2021,SE_ADT_ACTS,PT,M,TRAF,Y15T24,ALLAREA,40.0
2023,SE_ADT_ACTS,PT,M,TRAF,Y15T24,ALLAREA,55.1
2017,SE_ADT_ACTS,PT,_T,UPLD,Y15T24,ALLAREA,58.7
2019,SE_ADT_ACTS,PT,_T,UPLD,Y15T24,ALLAREA,18.7
2020,SE_ADT_ACTS,PT,_T,UPLD,Y15T24,ALLAREA,23.9
2017,SE_ADT_ACTS,PT,F,UPLD,Y15T24,ALLAREA,58.2
2019,SE_ADT_ACTS,PT,F,UPLD,Y15T24,ALLAREA,33.7
2020,SE_ADT_ACTS,PT,F,UPLD,Y15T24,ALLAREA,23.1
2017,SE_ADT_ACTS,PT,M,UPLD,Y15T24,ALLAREA,59.1
2019,SE_ADT_ACTS,PT,M,UPLD,Y15T24,ALLAREA,13.6
2020,SE_ADT_ACTS,PT,M,UPLD,Y15T24,ALLAREA,24.6
2017,SE_ADT_ACTS,PT,_T,VOIP,Y15T24,ALLAREA,41.8
2018,SE_ADT_ACTS,PT,_T,VOIP,Y15T24,ALLAREA,76.7
2019,SE_ADT_ACTS,PT,_T,VOIP,Y15T24,ALLAREA,96.7
2020,SE_ADT_ACTS,PT,_T,VOIP,Y15T24,ALLAREA,90.8
2021,SE_ADT_ACTS,PT,_T,VOIP,Y15T24,ALLAREA,94.2
2023,SE_ADT_ACTS,PT,_T,VOIP,Y15T24,ALLAREA,98.6
2017,SE_ADT_ACTS,PT,F,VOIP,Y15T24,ALLAREA,42.0
2018,SE_ADT_ACTS,PT,F,VOIP,Y15T24,ALLAREA,70.3
2019,SE_ADT_ACTS,PT,F,VOIP,Y15T24,ALLAREA,97.0
2020,SE_ADT_ACTS,PT,F,VOIP,Y15T24,ALLAREA,86.1
2021,SE_ADT_ACTS,PT,F,VOIP,Y15T24,ALLAREA,93.6
2023,SE_ADT_ACTS,PT,F,VOIP,Y15T24,ALLAREA,99.0
2017,SE_ADT_ACTS,PT,M,VOIP,Y15T24,ALLAREA,41.7
2018,SE_ADT_ACTS,PT,M,VOIP,Y15T24,ALLAREA,83.9
2019,SE_ADT_ACTS,PT,M,VOIP,Y15T24,ALLAREA,96.6
2020,SE_ADT_ACTS,PT,M,VOIP,Y15T24,ALLAREA,94.4
2021,SE_ADT_ACTS,PT,M,VOIP,Y15T24,ALLAREA,94.9
2023,SE_ADT_ACTS,PT,M,VOIP,Y15T24,ALLAREA,98.3
2017,SE_ADT_ACTS,PT,_T,ARSP,Y25T74,ALLAREA,7.1
2019,SE_ADT_ACTS,PT,_T,ARSP,Y25T74,ALLAREA,6.5
2017,SE_ADT_ACTS,PT,F,ARSP,Y25T74,ALLAREA,7.2
2019,SE_ADT_ACTS,PT,F,ARSP,Y25T74,ALLAREA,5.6
2017,SE_ADT_ACTS,PT,M,ARSP,Y25T74,ALLAREA,6.9
2019,SE_ADT_ACTS,PT,M,ARSP,Y25T74,ALLAREA,7.8
2017,SE_ADT_ACTS,PT,_T,COPA,Y25T74,ALLAREA,24.1
2019,SE_ADT_ACTS,PT,_T,COPA,Y25T74,ALLAREA,18.9
2021,SE_ADT_ACTS,PT,_T,COPA,Y25T74,ALLAREA,53.7
2023,SE_ADT_ACTS,PT,_T,COPA,Y25T74,ALLAREA,49.0
2017,SE_ADT_ACTS,PT,F,COPA,Y25T74,ALLAREA,22.0
2019,SE_ADT_ACTS,PT,F,COPA,Y25T74,ALLAREA,17.1
2021,SE_ADT_ACTS,PT,F,COPA,Y25T74,ALLAREA,51.4
2023,SE_ADT_ACTS,PT,F,COPA,Y25T74,ALLAREA,48.2
2017,SE_ADT_ACTS,PT,M,COPA,Y25T74,ALLAREA,26.4
2019,SE_ADT_ACTS,PT,M,COPA,Y25T74,ALLAREA,21.3
2021,SE_ADT_ACTS,PT,M,COPA,Y25T74,ALLAREA,56.3
2023,SE_ADT_ACTS,PT,M,COPA,Y25T74,ALLAREA,49.7
2017,SE_ADT_ACTS,PT,_T,DLDONLD,Y25T74,ALLAREA,3.2
2019,SE_ADT_ACTS,PT,_T,DLDONLD,Y25T74,ALLAREA,59.1
2020,SE_ADT_ACTS,PT,_T,DLDONLD,Y25T74,ALLAREA,64.6
2021,SE_ADT_ACTS,PT,_T,DLDONLD,Y25T74,ALLAREA,72.8
2023,SE_ADT_ACTS,PT,_T,DLDONLD,Y25T74,ALLAREA,80.1
2017,SE_ADT_ACTS,PT,F,DLDONLD,Y25T74,ALLAREA,2.9
2019,SE_ADT_ACTS,PT,F,DLDONLD,Y25T74,ALLAREA,52.1
2020,SE_ADT_ACTS,PT,F,DLDONLD,Y25T74,ALLAREA,63.2
2021,SE_ADT_ACTS,PT,F,DLDONLD,Y25T74,ALLAREA,73.2
2023,SE_ADT_ACTS,PT,F,DLDONLD,Y25T74,ALLAREA,76.7
2017,SE_ADT_ACTS,PT,M,DLDONLD,Y25T74,ALLAREA,3.4
2019,SE_ADT_ACTS,PT,M,DLDONLD,Y25T74,ALLAREA,68.2
2020,SE_ADT_ACTS,PT,M,DLDONLD,Y25T74,ALLAREA,66.2
2021,SE_ADT_ACTS,PT,M,DLDONLD,Y25T74,ALLAREA,72.5
2023,SE_ADT_ACTS,PT,M,DLDONLD,Y25T74,ALLAREA,83.3
2019,SE_ADT_ACTS,PT,_T,EMAIL,Y25T74,ALLAREA,24.7
2021,SE_ADT_ACTS,PT,_T,EMAIL,Y25T74,ALLAREA,30.0
2023,SE_ADT_ACTS,PT,_T,EMAIL,Y25T74,ALLAREA,39.1
2019,SE_ADT_ACTS,PT,F,EMAIL,Y25T74,ALLAREA,23.2
2021,SE_ADT_ACTS,PT,F,EMAIL,Y25T74,ALLAREA,28.4
2023,SE_ADT_ACTS,PT,F,EMAIL,Y25T74,ALLAREA,37.4
2019,SE_ADT_ACTS,PT,M,EMAIL,Y25T74,ALLAREA,26.7
2021,SE_ADT_ACTS,PT,M,EMAIL,Y25T74,ALLAREA,31.8
2023,SE_ADT_ACTS,PT,M,EMAIL,Y25T74,ALLAREA,40.8
2017,SE_ADT_ACTS,PT,_T,EPRS,Y25T74,ALLAREA,9.4
2019,SE_ADT_ACTS,PT,_T,EPRS,Y25T74,ALLAREA,8.9
2021,SE_ADT_ACTS,PT,_T,EPRS,Y25T74,ALLAREA,14.7
2017,SE_ADT_ACTS,PT,F,EPRS,Y25T74,ALLAREA,8.0
2019,SE_ADT_ACTS,PT,F,EPRS,Y25T74,ALLAREA,7.7
2021,SE_ADT_ACTS,PT,F,EPRS,Y25T74,ALLAREA,13.6
2017,SE_ADT_ACTS,PT,M,EPRS,Y25T74,ALLAREA,11.1
2019,SE_ADT_ACTS,PT,M,EPRS,Y25T74,ALLAREA,10.5
2021,SE_ADT_ACTS,PT,M,EPRS,Y25T74,ALLAREA,16.1
2017,SE_ADT_ACTS,PT,_T,FONLCRS,Y25T74,ALLAREA,12.9
2019,SE_ADT_ACTS,PT,_T,FONLCRS,Y25T74,ALLAREA,2.5
2020,SE_ADT_ACTS,PT,_T,FONLCRS,Y25T74,ALLAREA,4.5
2017,SE_ADT_ACTS,PT,F,FONLCRS,Y25T74,ALLAREA,11.8
2019,SE_ADT_ACTS,PT,F,FONLCRS,Y25T74,ALLAREA,1.9
2020,SE_ADT_ACTS,PT,F,FONLCRS,Y25T74,ALLAREA,5.5
2017,SE_ADT_ACTS,PT,M,FONLCRS,Y25T74,ALLAREA,14.1
2019,SE_ADT_ACTS,PT,M,FONLCRS,Y25T74,ALLAREA,3.4
2020,SE_ADT_ACTS,PT,M,FONLCRS,Y25T74,ALLAREA,3.4
2018,SE_ADT_ACTS,PT,_T,GSINF,Y25T74,ALLAREA,73.8
2019,SE_ADT_ACTS,PT,_T,GSINF,Y25T74,ALLAREA,54.6
2020,SE_ADT_ACTS,PT,_T,GSINF,Y25T74,ALLAREA,66.5
2021,SE_ADT_ACTS,PT,_T,GSINF,Y25T74,ALLAREA,65.1
2023,SE_ADT_ACTS,PT,_T,GSINF,Y25T74,ALLAREA,69.0
2018,SE_ADT_ACTS,PT,F,GSINF,Y25T74,ALLAREA,75.1
2019,SE_ADT_ACTS,PT,F,GSINF,Y25T74,ALLAREA,55.9
2020,SE_ADT_ACTS,PT,F,GSINF,Y25T74,ALLAREA,66.3
2021,SE_ADT_ACTS,PT,F,GSINF,Y25T74,ALLAREA,63.6
2023,SE_ADT_ACTS,PT,F,GSINF,Y25T74,ALLAREA,65.9
2018,SE_ADT_ACTS,PT,M,GSINF,Y25T74,ALLAREA,72.3
2019,SE_ADT_ACTS,PT,M,GSINF,Y25T74,ALLAREA,52.9
2020,SE_ADT_ACTS,PT,M,GSINF,Y25T74,ALLAREA,66.7
2021,SE_ADT_ACTS,PT,M,GSINF,Y25T74,ALLAREA,66.7
2023,SE_ADT_ACTS,PT,M,GSINF,Y25T74,ALLAREA,71.9
2018,SE_ADT_ACTS,PT,_T,GSPUR,Y25T74,ALLAREA,18.7
2019,SE_ADT_ACTS,PT,_T,GSPUR,Y25T74,ALLAREA,21.7
2020,SE_ADT_ACTS,PT,_T,GSPUR,Y25T74,ALLAREA,23.5
2021,SE_ADT_ACTS,PT,_T,GSPUR,Y25T74,ALLAREA,31.8
2018,SE_ADT_ACTS,PT,F,GSPUR,Y25T74,ALLAREA,18.7
2019,SE_ADT_ACTS,PT,F,GSPUR,Y25T74,ALLAREA,17.6
2020,SE_ADT_ACTS,PT,F,GSPUR,Y25T74,ALLAREA,23.3
2021,SE_ADT_ACTS,PT,F,GSPUR,Y25T74,ALLAREA,35.9
2018,SE_ADT_ACTS,PT,M,GSPUR,Y25T74,ALLAREA,18.8
2019,SE_ADT_ACTS,PT,M,GSPUR,Y25T74,ALLAREA,26.9
2020,SE_ADT_ACTS,PT,M,GSPUR,Y25T74,ALLAREA,23.8
2021,SE_ADT_ACTS,PT,M,GSPUR,Y25T74,ALLAREA,27.5
2017,SE_ADT_ACTS,PT,_T,HLTHINF,Y25T74,ALLAREA,6.1
2018,SE_ADT_ACTS,PT,_T,HLTHINF,Y25T74,ALLAREA,53.8
2019,SE_ADT_ACTS,PT,_T,HLTHINF,Y25T74,ALLAREA,37.2
2020,SE_ADT_ACTS,PT,_T,HLTHINF,Y25T74,ALLAREA,42.6
2021,SE_ADT_ACTS,PT,_T,HLTHINF,Y25T74,ALLAREA,59.8
2023,SE_ADT_ACTS,PT,_T,HLTHINF,Y25T74,ALLAREA,56.2
2017,SE_ADT_ACTS,PT,F,HLTHINF,Y25T74,ALLAREA,5.4
2018,SE_ADT_ACTS,PT,F,HLTHINF,Y25T74,ALLAREA,57.1
2019,SE_ADT_ACTS,PT,F,HLTHINF,Y25T74,ALLAREA,35.8
2020,SE_ADT_ACTS,PT,F,HLTHINF,Y25T74,ALLAREA,44.6
2021,SE_ADT_ACTS,PT,F,HLTHINF,Y25T74,ALLAREA,60.8
2023,SE_ADT_ACTS,PT,F,HLTHINF,Y25T74,ALLAREA,56.2
2017,SE_ADT_ACTS,PT,M,HLTHINF,Y25T74,ALLAREA,6.9
2018,SE_ADT_ACTS,PT,M,HLTHINF,Y25T74,ALLAREA,49.8
2019,SE_ADT_ACTS,PT,M,HLTHINF,Y25T74,ALLAREA,38.9
2020,SE_ADT_ACTS,PT,M,HLTHINF,Y25T74,ALLAREA,40.5
2021,SE_ADT_ACTS,PT,M,HLTHINF,Y25T74,ALLAREA,58.7
