Year,SERIES,UNIT_MEASURE,SEX,OCCUPATION,Value
2014,SL_EMP_EARN,CUR_NAC,_T,isco08-8,3.61
2015,SL_EMP_EARN,CUR_NAC,_T,isco08-8,3.89
2016,SL_EMP_EARN,CUR_NAC,_T,isco08-8,3.69
2020,SL_EMP_EARN,CUR_NAC,_T,isco08-8,8.45
2010,SL_EMP_EARN,CUR_NAC,_T,isco08-9,3.01
2011,SL_EMP_EARN,CUR_NAC,_T,isco08-9,3.63
2012,SL_EMP_EARN,CUR_NAC,_T,isco08-9,3.15
2013,SL_EMP_EARN,CUR_NAC,_T,isco08-9,3.81
2014,SL_EMP_EARN,CUR_NAC,_T,isco08-9,3.19
2015,SL_EMP_EARN,CUR_NAC,_T,isco08-9,4.25
2016,SL_EMP_EARN,CUR_NAC,_T,isco08-9,3.42
2020,SL_EMP_EARN,CUR_NAC,_T,isco08-9,6.05
2010,SL_EMP_EARN,CUR_NAC,F,isco08,3.96
2011,SL_EMP_EARN,CUR_NAC,F,isco08,4.99
2012,SL_EMP_EARN,CUR_NAC,F,isco08,4.26
2013,SL_EMP_EARN,CUR_NAC,F,isco08,4.22
2014,SL_EMP_EARN,CUR_NAC,F,isco08,4.05
2015,SL_EMP_EARN,CUR_NAC,F,isco08,4.61
2016,SL_EMP_EARN,CUR_NAC,F,isco08,4.01
2020,SL_EMP_EARN,CUR_NAC,F,isco08,7.3
2020,SL_EMP_EARN,CUR_NAC,F,isco08-0,11.1
2010,SL_EMP_EARN,CUR_NAC,F,isco08-1,4.66
2011,SL_EMP_EARN,CUR_NAC,F,isco08-1,5.87
2012,SL_EMP_EARN,CUR_NAC,F,isco08-1,7.07
2013,SL_EMP_EARN,CUR_NAC,F,isco08-1,6.58
2014,SL_EMP_EARN,CUR_NAC,F,isco08-1,7.33
2015,SL_EMP_EARN,CUR_NAC,F,isco08-1,7.58
2016,SL_EMP_EARN,CUR_NAC,F,isco08-1,6.94
2020,SL_EMP_EARN,CUR_NAC,F,isco08-1,10.44
2010,SL_EMP_EARN,CUR_NAC,F,isco08-2,6.44
2011,SL_EMP_EARN,CUR_NAC,F,isco08-2,7.02
2012,SL_EMP_EARN,CUR_NAC,F,isco08-2,8.0
2013,SL_EMP_EARN,CUR_NAC,F,isco08-2,5.82
2014,SL_EMP_EARN,CUR_NAC,F,isco08-2,5.93
2015,SL_EMP_EARN,CUR_NAC,F,isco08-2,7.18
2016,SL_EMP_EARN,CUR_NAC,F,isco08-2,5.46
2020,SL_EMP_EARN,CUR_NAC,F,isco08-2,10.61
2010,SL_EMP_EARN,CUR_NAC,F,isco08-3,4.78
2011,SL_EMP_EARN,CUR_NAC,F,isco08-3,4.08
2012,SL_EMP_EARN,CUR_NAC,F,isco08-3,4.28
2013,SL_EMP_EARN,CUR_NAC,F,isco08-3,4.83
2014,SL_EMP_EARN,CUR_NAC,F,isco08-3,4.26
2015,SL_EMP_EARN,CUR_NAC,F,isco08-3,4.45
2016,SL_EMP_EARN,CUR_NAC,F,isco08-3,4.27
2020,SL_EMP_EARN,CUR_NAC,F,isco08-3,8.2
2010,SL_EMP_EARN,CUR_NAC,F,isco08-4,3.62
2011,SL_EMP_EARN,CUR_NAC,F,isco08-4,9.0
2012,SL_EMP_EARN,CUR_NAC,F,isco08-4,4.13
2013,SL_EMP_EARN,CUR_NAC,F,isco08-4,4.05
2014,SL_EMP_EARN,CUR_NAC,F,isco08-4,4.87
2015,SL_EMP_EARN,CUR_NAC,F,isco08-4,4.28
2016,SL_EMP_EARN,CUR_NAC,F,isco08-4,5.14
2020,SL_EMP_EARN,CUR_NAC,F,isco08-4,8.24
2010,SL_EMP_EARN,CUR_NAC,F,isco08-5,2.62
2011,SL_EMP_EARN,CUR_NAC,F,isco08-5,2.99
2012,SL_EMP_EARN,CUR_NAC,F,isco08-5,2.62
2013,SL_EMP_EARN,CUR_NAC,F,isco08-5,2.93
2014,SL_EMP_EARN,CUR_NAC,F,isco08-5,2.79
2015,SL_EMP_EARN,CUR_NAC,F,isco08-5,3.05
2016,SL_EMP_EARN,CUR_NAC,F,isco08-5,3.04
2020,SL_EMP_EARN,CUR_NAC,F,isco08-5,4.93
2011,SL_EMP_EARN,CUR_NAC,F,isco08-6,2.3
2012,SL_EMP_EARN,CUR_NAC,F,isco08-6,2.75
2020,SL_EMP_EARN,CUR_NAC,F,isco08-6,5.57
2010,SL_EMP_EARN,CUR_NAC,F,isco08-7,2.26
2011,SL_EMP_EARN,CUR_NAC,F,isco08-7,2.34
2012,SL_EMP_EARN,CUR_NAC,F,isco08-7,2.44
2013,SL_EMP_EARN,CUR_NAC,F,isco08-7,3.18
2014,SL_EMP_EARN,CUR_NAC,F,isco08-7,2.73
2015,SL_EMP_EARN,CUR_NAC,F,isco08-7,2.36
2016,SL_EMP_EARN,CUR_NAC,F,isco08-7,3.01
2020,SL_EMP_EARN,CUR_NAC,F,isco08-7,6.35
2010,SL_EMP_EARN,CUR_NAC,F,isco08-8,2.39
2011,SL_EMP_EARN,CUR_NAC,F,isco08-8,2.84
2012,SL_EMP_EARN,CUR_NAC,F,isco08-8,2.53
2013,SL_EMP_EARN,CUR_NAC,F,isco08-8,2.21
2014,SL_EMP_EARN,CUR_NAC,F,isco08-8,2.44
2015,SL_EMP_EARN,CUR_NAC,F,isco08-8,2.92
2016,SL_EMP_EARN,CUR_NAC,F,isco08-8,3.19
2020,SL_EMP_EARN,CUR_NAC,F,isco08-8,4.61
2010,SL_EMP_EARN,CUR_NAC,F,isco08-9,2.8
2011,SL_EMP_EARN,CUR_NAC,F,isco08-9,2.63
2012,SL_EMP_EARN,CUR_NAC,F,isco08-9,2.94
2013,SL_EMP_EARN,CUR_NAC,F,isco08-9,4.23
2014,SL_EMP_EARN,CUR_NAC,F,isco08-9,2.83
2015,SL_EMP_EARN,CUR_NAC,F,isco08-9,5.34
2016,SL_EMP_EARN,CUR_NAC,F,isco08-9,2.91
2020,SL_EMP_EARN,CUR_NAC,F,isco08-9,5.11
2010,SL_EMP_AEARN,CUR_NAC,M,isco08,4.0
2011,SL_EMP_AEARN,CUR_NAC,M,isco08,4.1
2012,SL_EMP_AEARN,CUR_NAC,M,isco08,4.0
2013,SL_EMP_AEARN,CUR_NAC,M,isco08,4.1
2014,SL_EMP_AEARN,CUR_NAC,M,isco08,4.3
2015,SL_EMP_AEARN,CUR_NAC,M,isco08,4.2
2016,SL_EMP_AEARN,CUR_NAC,M,isco08,4.3
2017,SL_EMP_AEARN,CUR_NAC,M,isco08,4.4
2018,SL_EMP_AEARN,CUR_NAC,M,isco08,4.4
2019,SL_EMP_AEARN,CUR_NAC,M,isco08,4.8
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-0,5.0
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-0,5.1
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-0,4.7
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-0,4.7
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-0,5.4
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-0,4.6
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-0,5.4
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-0,5.0
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-0,5.7
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-0,5.3
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-1,6.9
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-1,7.1
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-1,6.8
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-1,7.8
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-1,7.3
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-1,7.7
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-1,7.7
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-1,6.8
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-1,6.9
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-1,8.9
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-2,6.5
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-2,6.2
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-2,5.9
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-2,6.6
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-2,6.6
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-2,6.7
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-2,6.5
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-2,6.4
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-2,6.5
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-2,7.1
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-3,4.4
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-3,4.5
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-3,4.6
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-3,4.8
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-3,4.9
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-3,4.8
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-3,4.6
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-3,4.8
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-3,5.0
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-3,5.3
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-4,3.7
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-4,3.4
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-4,4.1
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-4,4.2
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-4,4.5
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-4,4.2
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-4,4.6
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-4,4.4
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-4,4.7
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-4,5.1
2010,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.3
2011,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.5
2012,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.2
2013,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.4
2014,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.6
2015,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.5
2016,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.7
2017,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.7
2018,SL_EMP_AEARN,CUR_NAC,F,isco08-5,3.8
2019,SL_EMP_AEARN,CUR_NAC,F,isco08-5,4.2
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-6,3.3
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-6,3.3
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-6,3.4
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-6,3.3
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-6,3.5
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-6,3.1
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-6,4.3
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-6,3.3
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-6,3.4
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-6,4.9
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-7,3.7
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-7,3.6
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-7,3.7
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-7,3.7
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-7,4.1
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-7,3.8
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-7,4.0
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-7,4.2
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-7,4.3
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-7,4.5
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-8,3.7
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-8,3.6
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-8,3.7
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-8,3.7
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-8,3.7
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-8,3.9
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-8,3.7
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-8,4.2
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-8,4.1
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-8,4.4
2010,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.1
2011,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.3
2012,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.2
2013,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.2
2014,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.4
2015,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.2
2016,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.6
2017,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.2
2018,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.3
2019,SL_EMP_AEARN,CUR_NAC,M,isco08-9,3.9
